nosheen,n0205,nˈɒʃiːn
noshi,n020,nˈə͡ʊʃi
noshika,n02020,nˈɒʃɪkə
noshith,n02030,nˈɒʃɪθ
noshitha,n02030,nəʃˈɪθə
noufal,n0104,nˈuːfə͡l
nounla,n0540,nˈa͡ʊnlə
noushin,n0205,nˈa͡ʊʃɪn
nousu,n020,nˈa͡ʊsuː
noveen,n0105,nˈə͡ʊvən
novia,n010,nˈə͡ʊviə
novika,n01020,nˈɒvɪkə
novisha,n01020,nəvˈiːʃə
novitha,n01030,nəvˈɪθə
noviya,n010,nˈɒvɪjə
noyonika,n05020,nˈɔ͡ɪənˌɪkə
nridev,n60301,ˈɛnɹˈa͡ɪdəv
nrip,n601,ˈɛnɹˈɪp
nripa,n6010,ˈɛnɹˈiːpə
nripan,n60105,ˈɛnɹˈɪpan
nripendra,n60105360,ˈɛnɹˈa͡ɪpəndɹə
nripesh,n601020,ˈɛnɹˈa͡ɪpəʃ
nrisingh,n6020520,ˈɛnɹˈɪsɪŋ
nriti,n6030,ˈɛnɹˈiːti
nritta,n6030,ˈɛnɹˈɪtə
nrity,n6030,ˈɛnɹˈɪti
nrityapriya,n6030160,ˈɛnɹˈɪtɪˌapɹɪjə
nrupa,n6010,ˈɛnɹˈuːpə
nrupadh,n601030,ˈɛnɹˈuːpad
nrupen,n60105,ˈɛnɹˈuːpən
ntharunnawin,n3060505,ˈɛnθˈɑːɹənˌawɪn
nubeesha,n01020,njuːbˈiːʃə
nubeeshana,n0102050,njˌuːbiːʃˈɑːnə
nubira,n01060,njuːbˈi͡əɹə
nubisha,n01020,njuːbˈiːʃə
nuga,n020,nˈuːɡə
nugeevan,n020105,njˈuːd͡ʒiːvˌan
nuha,n000,njˈuːhə
nuhila,n040,njuːhˈɪlə
nuhilan,n0405,njˈuːhɪlˌan
nukala,n02040,njuːkˈɑːlə
nukapothula,n020103040,njˌuːkɐpˈɒθjʊlə
nukila,n02040,njuːkˈɪlə
nukilan,n020405,njˈuːkɪlˌan
nukriti,n026030,nʌkɹˈiːti
nulu,n040,nˈuːluː
numaiyarl,n05064,njˈuːme͡ɪjˌɑːl
numisha,n05020,njuːmˈiːʃə
numitha,n05030,njuːmˈɪθə
nunavath,n0501030,nˈʌnɐvˌaθ
nunavathu,n0501030,nˌʌnɐvˈaθuː
nune,n050,njˈuːn
nuneskka,n05020,nˈʌnɛskə
nunna,n050,nˈʌnə
nunnasri,n050260,nˈʌnasɹi
nunniyan,n0505,nˈʌnɪjən
nupoor,n0106,njˈuːpʊ͡ə
nupur,n0106,njˈuːpʊ͡ə
nupura,n01060,njˈuːpʊ͡əɹə
nurani,n06050,njʊ͡əɹˈɑːni
nurban,n06105,nˈɜːbən
nuresh,n06020,njˈʊ͡əɹɛʃ
nurjamal,n0620504,nˈɜːd͡ʒamə͡l
nusha,n020,nˈʌʃə
nushaan,n0205,nˈʌʃɑːn
nushaanan,n020505,nˈʌʃɑːnən
nushaani,n02050,nˈʌʃɑːni
nushanth,n020530,nˈʌʃanθ
nushanthan,n0205305,nˈʌʃanθən
nushanthi,n020530,nʌʃˈanθɪ
nushi,n020,nˈʌʃi
nushka,n02020,nˈʌʃkə
nushra,n02060,nˈʌʃɹə
nutakki,n03020,njˈuːtaki
nutan,n0305,njˈuːtən
nuthalapati,n030401030,nˌʌθɐlɐpˈɑːti
nuthan,n0305,nˈʌθən
nuthana,n03050,nʌθˈɑːnə
nuthankumar,n030520506,nˈʌθɐŋkjˌuːmə
nuthanya,n03050,nʌθˈanjə
nutharsha,n030620,nˈʌθɑːʃə
nuthija,n03020,nˈʌθɪd͡ʒə
nuthika,n03020,nˈʌθɪkə
nuthulapati,n030401030,nˌʌθjʊlɐpˈɑːti
nuti,n030,njˈuːti
nuvaami,n01050,njˈuːvɑːmi
nuvaamika,n0105020,njˈuːvɑːmˌɪkə
nuvaaraka,n0106020,njuːvˈɑːɹˈɑːkə
nuvaash,n01020,njˈuːvɑːʃ
nuvaeka,n01020,njˈuːviːkə
nuvaetha,n01030,njuːvˈiːθə
nuvaethika,n0103020,njˈuːviːθˌɪkə
nuvan,n0105,njˈuːvan
nuvana,n01050,njuːvˈɑːnə
nuvarsha,n010620,njˈuːvɑːʃə
nuvarshan,n0106205,njˈuːvɑːʃən
nuvartha,n010630,njuːvˈɑːθə
nuvashan,n010205,njˈuːvaʃən
nuveda,n01030,njˈuːvɛdə
nuvesh,n01020,njˈuːvɛʃ
nuvish,n01020,njˈuːvɪʃ
nuvohu,n010,njuːvˈə͡ʊhuː
nuwan,n050,njˈuːwən
nuwani,n050,njuːwˈɑːni
nuwarshan,n06205,njˈuːwɔːʃən
nuzhat,n0203,nˈʌʒat
nyalapally,n0401040,nˈa͡ɪɐlˌapə͡li
nyari,n060,njˈɑːɹi
nyasa,n020,na͡ɪˈɑːsə
nyaya,n000,nˈa͡ɪe͡ɪə
nyayapati,n01030,nˌa͡ɪe͡ɪɐpˈɑːti
nydhile,n03040,nˈɪdha͡ɪl
nyesha,n020,na͡ɪˈɛʃə
nyishitha,n02030,nˌɪɪʃˈɪθə
nyla,n040,nˈa͡ɪlə
nymika,n05020,nˈa͡ɪmɪkə
nymisha,n05020,na͡ɪmˈiːʃə
nyneishia,n05020,na͡ɪnˈe͡ɪʃi͡ə
nynika,n05020,nˈa͡ɪnɪkə
nysa,n020,nˈa͡ɪsə
nysha,n020,nˈɪʃə
nyshita,n02030,nɪʃˈiːtə
nyshyla,n02040,nˈɪʃɪlə
nythana,n03050,nɪθˈɑːnə
nythik,n0302,nˈɪθɪk
nythika,n03020,nˈɪθɪkə
nyvan,n0105,nˈa͡ɪvan
oangaran,o0520605,ˈə͡ʊŋɡaɹən
obalesh,o104020,ˈə͡ʊbe͡ɪləʃ
obinesh,o105020,ˈɒba͡ɪnəʃ
obuli,o1040,ˈɒbjʊlˌa͡ɪ
ochint,o2053,ˈɒt͡ʃɪnt
odathi,o3030,ə͡ʊdˈaθɪ
oditi,o3030,ə͡ʊdˈiːti
odoti,o3030,ə͡ʊdˈə͡ʊti
odugu,o3020,ˈə͡ʊduːɡˌuː
oduri,o3060,ˈə͡ʊdjʊ͡əɹi
oeshi,o020,ˈiːʃi
ogan,o205,ˈə͡ʊɡən
oha,o000,ˈə͡ʊhə
ohas,o020,ˈə͡ʊhəz
ohmini,o05050,ə͡ʊmˈiːnɪ
ohmkaaran,o0520605,ə͡ʊmkˈɑːɹən
ohmritha,o056030,ə͡ʊmɹˈɪθə
ohviya,o010,ˈə͡ʊvɪjə
ohviyan,o0105,ˈə͡ʊvɪjən
oindrila,o0536040,ɔ͡ɪndɹˈɪlə
oishani,o02050,ɔ͡ɪʃˈɑːni
oishi,o020,ˈɔ͡ɪʃi
oisin,o0205,ˈɔ͡ɪsɪn
oja,o200,ˈə͡ʊd͡ʒə
ojal,o204,ˈə͡ʊd͡ʒə͡l
ojas,o202,ˈə͡ʊd͡ʒəz
ojasav,o20201,ˈɒd͡ʒɐsˌav
ojasvi,o20210,ˈɒd͡ʒasvi
ojaswani,o202050,ˌɒd͡ʒɐswˈɑːni
ojaswi,o2020,ˈɒd͡ʒaswi
ojaswin,o20205,ˈɒd͡ʒɐswˌɪn
ojaswini,o202050,ˌɒd͡ʒɐswˈiːnɪ
ojaswit,o20203,ˈɒd͡ʒɐswˌɪt
ojaswita,o202030,ˌɒd͡ʒɐswˈiːtə
ojayit,o203,ˈɒd͡ʒe͡ɪˌɪt
ojha,o200,ˈɒd͡ʒhə
ojis,o202,ˈə͡ʊd͡ʒiz
ojjaswin,o20205,ˈɒd͡ʒɐswˌɪn
oleti,o4030,ˈə͡ʊlti
olevia,o4010,ə͡ʊlˈiːvi͡ə
oli,o400,ˈə͡ʊli
olichelvi,o4020410,ˈɒlɪt͡ʃˌɛlvi
olichudar,o4020306,ˈɒlɪt͡ʃˌuːdɑː
olikkodi,o402030,ˌɒlɪkˈə͡ʊdi
olikodi,o402030,ˌɒlɪkˈə͡ʊdi
olimadhi,o405030,ˌɒlɪmˈadhɪ
olimanni,o405050,ˈɒlɪmˌani
olinila,o405040,ˌɒlɪnˈɪlə
olinilavu,o40504010,ˌɒlɪnɪlˈɑːvuː
olinthan,o405305,ˈɒlɪnθən
olipaavai,o401010,ˈɒlɪpˌɑːva͡ɪ
olipirai,o401060,ˈɒlɪpˌɜːɹa͡ɪ
olirmaalai,o4065040,ˈɒləmˌɑːla͡ɪ
olirmani,o4065050,ˌɒləmˈɑːni
olirmathan,o40650305,ˈɒləməθən
olirmathy,o4065030,ɒlˈɜːməθi
olirpirai,o4061060,ˈɒləpˌɜːɹa͡ɪ
oliveanthan,o40105305,ˈɒlɪvˌiːnθən
oliventhan,o40105305,ˈɒla͡ɪvˌɛnθən
olivili,o401040,ˈɒlɪvˌɪli
oliviya,o4010,ˈɒlɪvˌɪjə
olivizhi,o401020,ˌɒlɪvˈɪʒɪ
oliyalaki,o404020,ˌɒlɪjɐlˈaki
oliyarasi,o406020,ˌɒlɪjɐɹˈɑːsi
oliyarasu,o406020,ˌɒlɪjɐɹˈɑːsuː
oliyizhai,o4020,ˈɒlɪjˌɪʒa͡ɪ
olliyan,o405,ˈɒlɪjən
olliyaval,o40104,ˈɒlɪjˌavə͡l
ollvin,o4105,ˈɒlvɪn
oma,o500,ˈə͡ʊmə
omaansh,o50520,ˈɒmɑːnʃ
omadevii,o503010,ˈɒme͡ɪdvˌɪa͡ɪ
omaira,o5060,ɒmˈe͡ɪɹə
omaja,o5020,ɒmˈɑːd͡ʒə
omala,o5040,ə͡ʊmˈɑːlə
omana,o5050,ɒmˈɑːnə
omanand,o505053,ˈɒmɐnˌand
omang,o5052,ˈɒmaŋ
omar,o506,ˈə͡ʊmɑː
omarjeet,o506203,ˈɒmɑːd͡ʒˌiːt
omash,o5020,ˈɒmaʃ
omav,o501,ˈɒmav
omdutt,o5303,ˈɒmdʌt
omeed,o503,ˈə͡ʊmiːd
omesa,o5020,ˈə͡ʊmsə
omesh,o5020,ˈə͡ʊməʃ
omeshen,o50205,ˈə͡ʊmʃən
omeshwar,o50206,ˈə͡ʊmʃwɔː
omi,o500,ˈə͡ʊmi
omia,o500,ˈə͡ʊmiə
omid,o503,ə͡ʊmˈɪd
omish,o5020,ə͡ʊmˈɪʃ
omisha,o5020,ə͡ʊmˈiːʃə
omja,o520,ˈɒmd͡ʒə
omkar,o5206,ˈɒmkɑː
omkara,o52060,ɒmkˈɑːɹə
omkareshwar,o52060206,ˈɒmke͡əʃwˌɔː
omkareshwari,o520602060,ˈɒmke͡əʃwˌe͡əɹi
omkari,o52060,ɒmkˈɑːɹi
omkarnath,o52065030,ˈɒmkɑːnˌaθ
omkrish,o526020,ˈɒmkɹɪʃ
ommurugan,o5060205,ˈɒmjʊ͡əɹˌuːɡən
omna,o500,ˈɒmnə
omnithi,o5030,ɒmnˈɪθɪ
ompati,o51030,ɒmpˈɑːti
ompragash,o51602020,ˈɒmpɹɐɡˌaʃ
omprakaash,o51602020,ˈɒmpɹɐkˌɑːʃ
omprakash,o51602020,ˈɒmpɹɐkˌaʃ
omsakthi,o520230,ɒmsˈakθɪ
omsingh,o520520,ˈɒmzɪŋ
omsree,o5260,ˈɒmsɹiː
omswaroop,o520601,ˈɒmswɔːɹˌuːp
omvati,o51030,ɒmvˈɑːti
omysha,o5020,ˈɒmɪʃə
onain,o505,ˈɒne͡ɪn
onalika,o504020,ˈə͡ʊnɐlˌɪkə
oneesh,o5020,wˈɒnɛʃ
onella,o5040,wˈɒnlə
ongaran,o520605,ˈɒŋɡaɹən
oni,o500,ˈə͡ʊni
onik,o502,ˈɒnɪk
onir,o506,ˈɒni͡ə
onis,o502,ˈɒnɪs
onish,o5020,ˈɒnɪʃ
onkar,o5206,ˈɒŋkɑː
onkaran,o520605,ˈɒŋkaɹən
onnesha,o5020,ɒnˈɛʃə
oojam,o0205,ˈuːd͡ʒam
oolirnithi,o04065030,ˌuːlənˈɪθɪ
oongaaran,o0520605,uːŋɡˈɑːɹən
oongaran,o0520605,ˈuːŋɡaɹən
oorja,o0620,ˈuːəd͡ʒə
oorjit,o06203,ˈuːəd͡ʒˌɪt
oormila,o065040,ˌuːəmˈɪlə
oormilan,o0650405,ˈuːəmˌɪlan
oorvasi,o061020,ˌuːəvˈɑːsi
oosai,o020,ˈuːsa͡ɪ
oosayiniyavan,o02050105,ˈuːse͡ɪˌɪnɪjˌavan
ootharkiniyaal,o030620504,ˈuːθɑːkˌɪnɪjˌɑːl
oovia,o010,ˈuːviə
ooviya,o010,ˈuːvɪjə
ooviyan,o0105,ˈuːvɪjən
ooviyen,o0105,ˈuːvɪjən
oovya,o010,ˈuːvɪə
opal,o104,ˈə͡ʊpə͡l
opalina,o104050,ˌə͡ʊpɐlˈiːnə
opaline,o104050,ˈə͡ʊpəlˌa͡ɪn
opel,o104,ˈə͡ʊpə͡l
opinder,o105306,ˈɒpɪndə
oppila,o1040,ɒpˈɪlə
oppilamani,o10405050,ˌɒpɪlɐmˈɑːni
oppilan,o10405,ˈɒpɪlˌan
oppilmani,o1045050,ˌɒpɪlmˈɑːni
orang,o6052,ˈɒɹaŋ
orchu,o620,ˈɔːt͡ʃuː
orenthung,o6053052,ˈɒɹənθˌʌŋ
ori,o600,ˈɔːɹi
orion,o605,ɒɹˈa͡ɪ͡ən
orivanthan,o60105305,ˈɒɹɪvˌanθən
orivaran,o6010605,ˈɒɹɪvˌaɹən
orivathan,o6010305,ˈɒɹɪvəθən
orpita,o61030,ɔːpˈiːtə
oruganti,o6020530,ˈɔːɹuːɡˌanti
oruvan,o60105,ˈɔːɹuːvˌan
oshaan,o205,ˈɒʃɑːn
oshan,o205,ˈɒʃən
oshana,o2050,ɒʃˈɑːnə
oshanth,o20530,ˈɒʃanθ
oshathi,o2030,ɒʃˈaθɪ
oshee,o200,ˈɒʃiː
oshi,o200,ˈə͡ʊʃi
oshin,o205,ˈɒʃɪn
oshma,o2050,ˈɒʃmə
oshmi,o2050,ˈɒʃmi
osho,o200,ˈə͡ʊʃə͡ʊ
osman,o2505,ˈɒzmən
oswin,o205,ˈɒswɪn
oushig,o0202,ˈa͡ʊʃɪɡ
ovais,o102,ˈə͡ʊva͡ɪz
ovarthini,o1063050,ˌə͡ʊvɑːθˈiːnɪ
ovashni,o102050,ˈə͡ʊvaʃni
oveya,o100,ˈə͡ʊva͡ɪə
ovi,o100,ˈə͡ʊvi
ovia,o100,ˈə͡ʊviə
oviaa,o100,ˈə͡ʊvɪˌɑː
ovian,o105,ˈə͡ʊvi͡ən
oviashri,o102060,ˈə͡ʊvɪˌaʃɹi
oviga,o1020,ˈə͡ʊvɪɡə
ovigha,o1020,ˈə͡ʊvɪɡhə
ovika,o1020,ˈə͡ʊvɪkə
ovikan,o10205,ˈə͡ʊvɪkən
ovikha,o1020,ˈə͡ʊvɪkə
ovin,o105,ˈə͡ʊvɪn
ovinash,o105020,ˈə͡ʊvɪnˌaʃ
ovishkar,o1020206,ˈə͡ʊvɪʃkˌɑː
ovitha,o1030,ə͡ʊvˈɪθə
oviya,o100,ˈə͡ʊvɪjə
oviyachelvi,o1020410,ˈə͡ʊvɪjˌat͡ʃɛlvi
oviyachudar,o1020306,ˈə͡ʊvɪjˌat͡ʃuːdˌɑː
oviyah,o100,ˈə͡ʊvɪjə
oviyakanal,o1020504,ˌə͡ʊvɪjˈakənə͡l
oviyakani,o102050,ˌə͡ʊvɪjɐkˈɑːni
oviyakodi,o102030,ˌə͡ʊvɪjɐkˈə͡ʊdi
oviyakoomahal,o1020504,ˈə͡ʊvɪjˌakuːmˌahə͡l
oviyam,o105,ˈə͡ʊvɪjˌam
oviyamani,o105050,ˌə͡ʊvɪjɐmˈɑːni
oviyamathi,o105030,ˌə͡ʊvɪjɐmˈaθɪ
oviyan,o105,ˈə͡ʊvɪjən
oviyapaavai,o101010,ˈə͡ʊvɪjˌapɑːvˌa͡ɪ
oviyashri,o102060,ˈə͡ʊvɪjˌaʃɹi
oviyasri,o10260,ˈə͡ʊvɪjˌasɹi
oviyathamil,o1030504,ˈə͡ʊvɪjˌaθɐmˌɪl
oviyathendral,o103053604,ˈə͡ʊvɪjˌaθɛndɹə͡l
oviyatri,o10360,ˈə͡ʊvɪjˌatɹi
oviyavarshini,o101062050,ˈə͡ʊvɪjˌavɑːʃˌa͡ɪni
oviyea,o100,ˈə͡ʊvɪjˌi͡ə
oviyen,o105,ˈə͡ʊvɪjən
oviyramitha,o10605030,ˌə͡ʊvɪˌɪɹɐmˈɪθə
ovuta,o1030,ˈə͡ʊvjuːtə
ovya,o100,ˈɒvɪə
ovyaa,o100,ˈɒvɪˌɑː
owais,o020,ˈə͡ʊa͡ɪz
owshika,o02020,ˈə͡ʊʃɪkə
owvai,o010,ˈə͡ʊva͡ɪ
oyshee,o020,ˈɔ͡ɪʃiː
paajas,p0202,pˈɑːd͡ʒəz
paak,p020,pˈɑːk
paal,p040,pˈɑːl
paalan,p0405,pˈɑːlan
paalin,p0405,pˈɑːlɪn
paalit,p0403,pˈɑːlɪt
paamaran,p050605,pˈɑːməɹˌan
paamitha,p05030,pɑːmˈɪθə
paanan,p0505,pˈɑːnən
paanchali,p052040,pɑːnt͡ʃˈɑːli
paandiyan,p05305,pˈɑːndɪjən
paandu,p0530,pˈɑːnduː
paandurang,p05306052,pˈɑːndjʊ͡əɹˌaŋ
paanik,p0502,pˈɑːnɪk
paaninee,p05050,pˈɑːnɪnˌiː
paaragavi,p0602010,pˈɑːɹɐɡˌavi
paaraj,p0602,pˈɑːɹad͡ʒ
paarak,p0602,pˈɑːɹak
paarani,p06050,pˈɑːɹˈɑːni
paaranya,p06050,pˌɑːɹˈanjə
paaras,p0602,pˈɑːɹəz
paarbrahm,p061605,pˈɑːbɹɑːm
paargavan,p0620105,pˈɑːɡɐvˌan
paargavi,p062010,pˈɑːɡavi
paari,p060,pˈɑːɹi
paarika,p06020,pˈɑːɹɪkə
paarkavi,p062010,pˈɑːkavi
paarnaya,p0650,pˈɑːne͡ɪə
paarth,p0630,pˈɑːθ
paarthanan,p0630505,pˈɑːθˈɑːnən
paarthiban,p0630105,pˈɑːθɪbən
paarthiv,p06301,pˈɑːθɪv
paarthivi,p063010,pˈɑːθɪvi
paaru,p060,pˈɑːɹuː
paarul,p0604,pˈɑːɹʌl
paarvati,p061030,pˈɑːvˈɑːti
paarventhan,p06105305,pˈɑːvɛnθən
paasy,p020,pˈɑːsi
paatala,p03040,pɑːtˈɑːlə
paatalavati,p030401030,pˌɑːtɐlɐvˈɑːti
paatav,p0301,pˈɑːtav
paathusan,p030205,pˈɑːθjuːsən
paavai,p010,pˈɑːva͡ɪ
paavak,p0102,pˈɑːvak
paavaki,p01020,pɑːvˈaki
paavalan,p010405,pˈɑːvɐlˌan
paavallan,p010405,pˈɑːvalən
paavan,p0105,pˈɑːvan
paavana,p01050,pɑːvˈɑːnə
paavani,p01050,pɑːvˈɑːni
paavarasi,p0106020,pˌɑːvɐɹˈɑːsi
paavarasy,p0106020,pˈɑːvɐɹəsi
paavendan,p0105305,pˈɑːvɛndən
paaventhan,p0105305,pˈɑːvɛnθən
paavesh,p01020,pˈɑːvɛʃ
paaviya,p010,pˈɑːvɪjə
paavni,p0150,pˈɑːvni
paavvai,p010,pˈɑːva͡ɪ
paawan,p050,pˈɑːwən
paawani,p050,pɑːwˈɑːni
paawni,p050,pˈɑːwni
paayal,p040,pˈɑːjə͡l
paban,p0105,pˈabən
pabari,p01060,pabˈɑːɹi
pabba,p010,pˈabə
pabbaraju,p0106020,pˌabɐɹˈɑːd͡ʒuː
pabbathi,p01030,pabˈaθɪ
pabbileti,p0104030,pˈaba͡ɪlti
pabbishetty,p0102030,pˈabɪʃɪti
pabbu,p010,pˈabuː
pabishaalini,p010204050,pˌabɪʃɑːlˈiːnɪ
pabok,p0102,pˈabɒk
pabolu,p01040,pˈabəlˌuː
pachai,p020,pˈat͡ʃa͡ɪ
pachaimani,p0205050,pˌat͡ʃe͡ɪmˈɑːni
pachaimuthu,p0205030,pˌat͡ʃe͡ɪmˈʌθuː
pachak,p0202,pˈat͡ʃak
pachineela,p0205040,pˈat͡ʃɪnˌiːlə
packiya,p020,pˈakɪjə
padala,p03040,padˈɑːlə
padam,p0305,pˈadəm
padama,p03050,padˈɑːmə
padamavati,p030501030,pˌadɐmɐvˈɑːti
padarthi,p030630,padˈɑːθɪ
padavala,p0301040,pˌadɐvˈɑːlə
padhma,p03050,pˈadmə
padhmaloshani,p03050402050,pˌadmɐləʃˈɑːni
padhmanaban,p0305050105,pˈadmɐnˌabən
padhmasri,p03050260,pˈadmasɹi
padhumai,p03050,pˈadhjuːmˌa͡ɪ
padi,p030,pˈadi
padigepati,p030201030,pˌada͡ɪd͡ʒpˈɑːti
padila,p03040,padˈɪlə
padiran,p030605,pˈadɜːɹən
padirikuppam,p0306020105,pˈadɪɹˌɪkəpˌam
padm,p035,pˈadəm
padma,p0350,pˈadmə
padmaa,p0350,pˈadmɑː
padmabandhu,p035010530,pˌadmɐbˈandhuː
padmabati,p03501030,pˌadmɐbˈɑːti
padmabhushani,p0350102050,pˌadmɐbhəʃˈɑːni
padmadhar,p0350306,pˈadmɐdhˌɑː
padmagriha,p0350260,pˈadmɐɡɹˌɪhə
padmahan,p03505,pˈadmɐhˌan
padmaharshini,p035062050,pˈadmɐhˌɑːʃa͡ɪni
padmahasan,p0350205,pˈadmɐhˌasən
padmahasta,p0350230,pˈadmɐhˌe͡ɪstə
padmahastha,p0350230,pˌadmɐhˈe͡ɪsθə
padmaj,p03502,pˈadmad͡ʒ
padmaja,p035020,padmˈɑːd͡ʒə
padmajai,p035020,pˈadmɐd͡ʒˌa͡ɪ
padmakali,p03502040,pˌadmɐkˈɑːli
padmakalyani,p0350204050,pˌadmɐkˌalɪˈɑːni
padmakant,p03502053,pˈadmakənt
padmakar,p0350206,pˈadmɐkˌɑː
padmakavi,p03502010,pˈadmɐkˌavi
padmakavitha,p0350201030,pˌadmɐkɐvˈɪθə
padmaksh,p035020,pˈadmakʃ
padmakshi,p035020,pˈadmakʃi
padmakshya,p035020,pˈadmɐkʃɪə
padmakumar,p035020506,pˈadmɐkjˌuːmə
padmal,p03504,pˈadmə͡l
padmalaya,p035040,pˌadməlˈe͡ɪə
padmalekha,p03504020,pˈadme͡ɪlkə
padmalochan,p035040205,pˈadmɐlˌɒt͡ʃən
padmalochana,p0350402050,pˌadmɐlət͡ʃˈɑːnə
padmam,p03505,pˈadmam
padmamaladhara,p035050403060,pˌadmɐmˌalɐdhˈɑːɹə
padmamalini,p0350504050,pˌadmɐmɐlˈiːnɪ
padmamukhi,p03505020,pˌadmɐmˈʌkɪ
padman,p03505,pˈadmən
padmanaabhah,p03505010,pˈadmɐnˌɑːbhə
padmanaban,p035050105,pˈadmɐnˌabən
padmanabh,p03505010,pˈadmɐnˌab
padmanabha,p03505010,pˈadmɐnˌabhə
padmanabham,p035050105,pˈadmɐnˌabəm
padmanabhan,p035050105,pˈadmɐnˌabhən
padmanabhapriya,p03505010160,pˈadmɐnˌabhɐpɹˌɪjə
padmanabhuni,p0350501050,pˌadmɐnɐbhˈuːni
padmanav,p0350501,pˈadmɐnˌav
padmanethra,p0350503060,pˌadmɐnˈiːθɹə
padmanjali,p035052040,pˌadmɐnd͡ʒˈɑːli
padmapani,p03501050,pˌadmɐpˈɑːni
padmapati,p03501030,pˌadmɐpˈɑːti
padmapiriyan,p035010605,pˈadmɐpˌɪɹɪjən
padmapriya,p0350160,pˈadmɐpɹˌɪjə
padmaraj,p0350602,pˈadmɐɹˌad͡ʒ
padmarani,p03506050,pˈadməɹˌani
padmarekha,p03506020,pˈadme͡əkə
padmaroop,p0350601,pˈadmɐɹˌuːp
padmaroopa,p03506010,pˈadmɐɹˌuːpə
padmasali,p03502040,pˌadme͡ɪzˈɑːli
padmashani,p03502050,pˌadmɐʃˈɑːni
padmashini,p03502050,pˈadmɐʃˌa͡ɪni
padmashree,p03502060,pˈadmɐʃɹˌiː
padmashri,p03502060,pˈadmaʃɹi
padmasree,p0350260,pˈadmɐsɹˌiː
padmasri,p0350260,pˈadmasɹi
padmasundari,p03502053060,pˌadmɐsəndˈɑːɹi
padmasutha,p03502030,pˌadmɐsˈʌθə
padmavarshini,p03501062050,pˈadmɐvˌɑːʃa͡ɪni
padmavasa,p03501020,pˌadmɐvˈɑːsə
padmavathana,p0350103050,pˌadmɐvɐθˈɑːnə
padmavathi,p03501030,pˌadmɐvˈaθɪ
padmavati,p03501030,pˌadmɐvˈɑːti
padmayani,p035050,pˌadme͡ɪˈɑːni
padmesh,p035020,pˈadmɛʃ
padmila,p035040,padmˈɪlə
padmini,p035050,pˈadmɪnˌɪ
padminish,p03505020,pˈadmɪnˌɪʃ
padmodbhava,p035031010,pˌadmədbhˈɑːvə
padnuni,p035050,padnˈuːni
padyala,p03040,pˌadɪˈɑːlə
paerarasi,p0606020,pˌe͡əɹɐɹˈɑːsi
pagalavan,p02040105,pˈaɡɐlˌavan
pagerthana,p02063050,pˌad͡ʒəθˈɑːnə
pagidimarri,p020305060,pˈad͡ʒɪdˌɪmaɹi
pagilla,p02040,paɡˈɪlə
pagoti,p02030,paɡˈə͡ʊti
paguthi,p02030,paɡˈʌθɪ
paguturu,p0203060,pˈaɡjuːt͡ʃəɹˌuː
pahal,p040,pˈahə͡l
pahalavan,p040105,pˈahɐlˌavan
paheal,p040,pˈahi͡əl
pahel,p040,pˈahə͡l
pahi,p000,pˈɑːha͡ɪ
pahini,p050,pahˈiːnɪ
pahirathan,p060305,pˈahəɹəθən
paidi,p030,pˈe͡ɪdi
paidipala,p0301040,pˌe͡ɪdɪpˈɑːlə
paila,p040,pˈe͡ɪlə
paindla,p05340,pˈe͡ɪndlə
painthamizh,p05305020,pˈe͡ɪnθɐmˌɪʒ
painthavi,p053010,pˈe͡ɪnθavi
pajanissamy,p020502050,pˈad͡ʒɐnˌɪsami
pakala,p02040,pakˈɑːlə
pakalapati,p020401030,pˌakɐlɐpˈɑːti
pakalavan,p02040105,pˈakɐlˌavan
pakalon,p020405,pˈakalən
pakavan,p020105,pˈakɐvˌan
pakeer,p0206,pakˈi͡ə
pakeerathan,p02060305,pakˈi͡əɹəθən
pakeeratharan,p0206030605,pakˈi͡əɹɐθˌaɹən
pakeerathee,p0206030,pakˈi͡əɹɐθˌiː
pakeerathi,p0206030,pakˌi͡əɹˈaθɪ
pakeerathy,p0206030,pakˈi͡əɹəθi
pakeran,p020605,pˈakəɹən
pakhee,p020,pˈakhiː
pakhi,p020,pˈaka͡ɪ
pakiya,p020,pˈakɪjə
pakiyaraj,p020602,pˈakɪjˌaɹad͡ʒ
paksha,p020,pˈakʃə
pakshaj,p0202,pˈakʃad͡ʒ
pakshalika,p0204020,pˈakʃɐlˌɪkə
pakshi,p020,pˈakʃi
pakshil,p0204,pˈakʃɪl
pakshin,p0205,pˈakʃɪn
pakyani,p02050,pˌakɪˈɑːni
pal,p040,pˈal
palacharla,p04020640,pˈalɐt͡ʃˌɑːlə
paladi,p04030,palˈadi
paladugu,p0403020,pˈalɐdˌuːɡuː
palagani,p0402050,pˌalɐɡˈɑːni
palagiri,p0402060,pˌalɐd͡ʒˈi͡əɹi
palaji,p04020,pˈalad͡ʒi
palak,p0402,pˈalak
palakanthan,p040205305,pˈalɐkˌanθən
palakolanu,p040204050,pˌalɐkəlˈɑːnuː
palakrishnan,p04026020505,pˈalɐkɹˌɪʃnən
palaksh,p04020,pˈalakʃ
palakshi,p04020,pˈalakʃi
palaksi,p04020,pˈalaksi
palakurthi,p04020630,pˌalɐkˈɜːθɪ
palanhaar,p040506,pˌalɐnhˈɑː
palani,p04050,palˈɑːni
palaniappan,p04050105,palˈe͡ɪnɪˌapan
